"order_id","instrument_id","order_type","side","order_status_event","user_id","trade_id","buyer_user_id","seller_user_id","aggressor_side","market_phase","device_id_hash","trader_type","buyer_trader_type","seller_trader_type","price","quantity","filled_quantity","remaining_quantity","is_short_sell","order_submit_timestamp","order_cancel_timestamp","match_engine_timestamp","timestamp","tradertype"
"15-3900928811-2816","15","LIMIT","BUY","ORDER_NEW","2816","NA","NA","NA","NA","OPEN","26005DEC","normal","NA","NA",68719.227377,5,0,5,false,1773385351699751,0,1773385351699756,"2026-03-13T07:02:31.699751Z",
"5-7168099557-900","5","MATCH","SELL","TRADE_MATCH","900","TRD-5-7912970519","900","859","SELL","OPEN","4892825D","normal","normal","normal",382.591778,15,15,0,false,1773385351699676,0,1773385351699690,"2026-03-13T07:02:31.699676Z",
"5-4623864674-818","5","MATCH","SELL","TRADE_MATCH","818","TRD-5-3104352200","818","859","SELL","OPEN","4892825D","normal","normal","normal",384.358975,6,6,0,false,1773385351699648,0,1773385351699660,"2026-03-13T07:02:31.699648Z",
"5-4341556070-957","5","MATCH","SELL","TRADE_MATCH","957","TRD-5-7705930595","957","859","SELL","OPEN","4892825D","normal","normal","normal",384.858908,24,24,0,false,1773385351699620,0,1773385351699638,"2026-03-13T07:02:31.699620Z",
"4-8636890464-726","4","MATCH","SELL","TRADE_MATCH","726","TRD-4-8250982441","726","648","SELL","OPEN","88A664AD","normal","normal","normal",958.209537,30,30,0,false,1773385351699468,0,1773385351699483,"2026-03-13T07:02:31.699468Z",
"4-1870626132-716","4","MATCH","SELL","TRADE_MATCH","716","TRD-4-2213259936","716","648","SELL","OPEN","88A664AD","normal","normal","normal",972.474042,2,2,0,false,1773385351699435,0,1773385351699458,"2026-03-13T07:02:31.699435Z",
"8-9527456350-1422","8","MATCH","SELL","TRADE_MATCH","1422","TRD-8-2324222933","1422","1521","SELL","OPEN","D8DE55BE","normal","normal","normal",973.668192,20,20,0,false,1773385351699383,0,1773385351699398,"2026-03-13T07:02:31.699383Z",
"8-3057368285-1420","8","MATCH","SELL","TRADE_MATCH","1420","TRD-8-5743458693","1420","1521","SELL","OPEN","D8DE55BE","normal","normal","normal",973.668192,10,10,0,false,1773385351699361,0,1773385351699374,"2026-03-13T07:02:31.699361Z",
"8-7523478359-1572","8","MATCH","SELL","TRADE_MATCH","1572","TRD-8-7377548572","1572","1521","SELL","OPEN","D8DE55BE","normal","normal","normal",974.204245,23,23,0,false,1773385351699337,0,1773385351699350,"2026-03-13T07:02:31.699337Z",
"8-4466771214-1417","8","MATCH","SELL","TRADE_MATCH","1417","TRD-8-9512413834","1417","1521","SELL","OPEN","D8DE55BE","normal","normal","normal",974.427038,5,5,0,false,1773385351699307,0,1773385351699327,"2026-03-13T07:02:31.699307Z",
"2-4643898260-2","2","MATCH","SELL","TRADE_MATCH","2","TRD-2-7543148229","2","381","SELL","OPEN","D6645D2D","normal","manipulator","normal",3364.4,93,93,0,false,1773385351699249,0,1773385351699265,"2026-03-13T07:02:31.699249Z",
"8-4466771214-1417","8","MATCH","SELL","TRADE_MATCH","1417","TRD-8-8107192023","1417","1602","SELL","OPEN","C27AE188","normal","normal","normal",974.427038,2,2,0,false,1773385351699197,0,1773385351699220,"2026-03-13T07:02:31.699197Z",
"2-3558814440-349","2","MATCH","SELL","TRADE_MATCH","349","TRD-2-2424969509","349","381","SELL","OPEN","D6645D2D","normal","normal","normal",3375.116011,1,1,0,false,1773385351699195,0,1773385351699236,"2026-03-13T07:02:31.699195Z",
"8-4466771214-1417","8","MATCH","SELL","TRADE_MATCH","1417","TRD-8-8951227356","1417","1427","SELL","OPEN","ED139E6B","normal","normal","normal",974.427038,20,20,0,false,1773385351699157,0,1773385351699171,"2026-03-13T07:02:31.699157Z",
"8-8318451698-1469","8","MATCH","SELL","TRADE_MATCH","1469","TRD-8-8414499896","1469","1427","SELL","OPEN","ED139E6B","normal","normal","normal",975.619431,14,14,0,false,1773385351699123,0,1773385351699146,"2026-03-13T07:02:31.699123Z",
"15-8891065066-2818","15","MATCH","SELL","TRADE_MATCH","2818","TRD-15-4791492330","2818","2956","SELL","OPEN","3B63D08F","normal","normal","normal",68856.94126,19,19,0,false,1773385351699075,0,1773385351699091,"2026-03-13T07:02:31.699075Z",
"5-4341556070-957","5","MATCH","SELL","TRADE_MATCH","957","TRD-5-6253775352","957","928","SELL","OPEN","D1CF3EFE","normal","normal","normal",384.858908,64,64,0,false,1773385351699062,0,1773385351699081,"2026-03-13T07:02:31.699062Z",
"15-2194460097-2971","15","MATCH","SELL","TRADE_MATCH","2971","TRD-15-3878666325","2971","2956","SELL","OPEN","3B63D08F","normal","normal","normal",68963.812903,30,30,0,false,1773385351699040,0,1773385351699063,"2026-03-13T07:02:31.699040Z",
"5-3518490646-1000","5","MATCH","SELL","TRADE_MATCH","1000","TRD-5-4835729561","1000","928","SELL","OPEN","D1CF3EFE","normal","normal","normal",385.129234,14,14,0,false,1773385351699015,0,1773385351699051,"2026-03-13T07:02:31.699015Z",
"1-6012900380-130","1","MATCH","SELL","TRADE_MATCH","130","TRD-1-8264333501","130","129","SELL","OPEN","6C3859A9","normal","normal","normal",1725.856972,20,20,0,false,1773385351698990,0,1773385351699006,"2026-03-13T07:02:31.698990Z",
"5-6287539699-818","5","LIMIT","SELL","ORDER_NEW","818","NA","NA","NA","NA","OPEN","3F9D018E","normal","NA","NA",385.899492,6,0,6,false,1773385351698886,0,1773385351698892,"2026-03-13T07:02:31.698886Z",
"9-5606367135-1620","9","MATCH","SELL","TRADE_MATCH","1620","TRD-9-2580425738","1620","1654","SELL","OPEN","3673495F","normal","normal","normal",144.30082,6,6,0,false,1773385351698871,0,1773385351698893,"2026-03-13T07:02:31.698871Z",
"5-4623864674-818","5","LIMIT","BUY","ORDER_FILLED","818","TRD-5-3104352200","818","859","NA","OPEN","3F9D018E","normal","NA","NA",384.358975,6,6,0,false,1773385351698869,0,1773385351699654,"2026-03-13T07:02:31.698869Z",
"5-4623864674-818","5","LIMIT","BUY","ORDER_NEW","818","NA","NA","NA","NA","OPEN","3F9D018E","normal","NA","NA",384.358975,6,0,6,false,1773385351698869,0,1773385351698875,"2026-03-13T07:02:31.698869Z",
"5-3518490646-1000","5","MATCH","SELL","TRADE_MATCH","1000","TRD-5-1596089662","1000","831","SELL","OPEN","CC97CF57","normal","normal","normal",385.129234,10,10,0,false,1773385351698798,0,1773385351698826,"2026-03-13T07:02:31.698798Z",
"4-2921753864-736","4","MATCH","BUY","TRADE_MATCH","736","TRD-4-1427783666","736","774","BUY","OPEN","1CC51D8B","normal","normal","normal",977.875107,41,41,0,false,1773385351698791,0,1773385351698805,"2026-03-13T07:02:31.698791Z",
"5-5016965022-853","5","MATCH","SELL","TRADE_MATCH","853","TRD-5-7376685385","853","831","SELL","OPEN","CC97CF57","normal","normal","normal",385.572654,29,29,0,false,1773385351698777,0,1773385351698790,"2026-03-13T07:02:31.698777Z",
"4-2921753864-736","4","MATCH","BUY","TRADE_MATCH","736","TRD-4-6649707852","736","752","BUY","OPEN","1CC51D8B","normal","normal","normal",977.293851,33,33,0,false,1773385351698769,0,1773385351698781,"2026-03-13T07:02:31.698769Z",
"4-2921753864-736","4","MATCH","BUY","TRADE_MATCH","736","TRD-4-4715070452","736","696","BUY","OPEN","1CC51D8B","normal","normal","normal",977.227956,6,6,0,false,1773385351698743,0,1773385351698759,"2026-03-13T07:02:31.698743Z",
"2-2677931416-251","2","MATCH","BUY","TRADE_MATCH","251","TRD-2-1429976079","251","249","BUY","OPEN","26DB2743","normal","normal","normal",3401.309806,22,22,0,false,1773385351698734,0,1773385351698748,"2026-03-13T07:02:31.698734Z",
"15-4832550667-2818","15","LIMIT","SELL","ORDER_FILLED","2818","TRD-15-3401224535","3015","2818","NA","OPEN","2C00675E","normal","NA","NA",69132.920984,23,23,0,false,1773385351698724,0,1773385351701223,"2026-03-13T07:02:31.698724Z",
"15-4832550667-2818","15","LIMIT","SELL","ORDER_NEW","2818","NA","NA","NA","NA","OPEN","2C00675E","normal","NA","NA",69132.920984,23,0,23,false,1773385351698724,0,1773385351698727,"2026-03-13T07:02:31.698724Z",
"15-8891065066-2818","15","LIMIT","BUY","ORDER_PARTIAL","2818","TRD-15-4791492330","2818","2956","NA","OPEN","2C00675E","normal","NA","NA",68856.94126,23,19,4,false,1773385351698711,0,1773385351699081,"2026-03-13T07:02:31.698711Z",
"15-8891065066-2818","15","LIMIT","BUY","ORDER_NEW","2818","NA","NA","NA","NA","OPEN","2C00675E","normal","NA","NA",68856.94126,23,0,23,false,1773385351698711,0,1773385351698715,"2026-03-13T07:02:31.698711Z",
"9-9937099154-1632","9","MATCH","BUY","TRADE_MATCH","1632","TRD-9-6389104878","1632","9","BUY","OPEN","BC78997F","normal","normal","manipulator",144.59,20,20,0,false,1773385351698653,0,1773385351698672,"2026-03-13T07:02:31.698653Z",
"2-5826990602-236","2","MATCH","BUY","TRADE_MATCH","236","TRD-2-2902369847","236","249","BUY","OPEN","2BEA39AC","normal","normal","normal",3401.309806,2,2,0,false,1773385351698652,0,1773385351698662,"2026-03-13T07:02:31.698652Z",
"2-5826990602-236","2","MATCH","BUY","TRADE_MATCH","236","TRD-2-5363775895","236","266","BUY","OPEN","2BEA39AC","normal","normal","normal",3401.309806,11,11,0,false,1773385351698631,0,1773385351698645,"2026-03-13T07:02:31.698631Z",
"5-5016965022-853","5","MATCH","SELL","TRADE_MATCH","853","TRD-5-2081121747","853","992","SELL","OPEN","D1E0881F","normal","normal","normal",385.572654,6,6,0,false,1773385351698592,0,1773385351698720,"2026-03-13T07:02:31.698592Z",
"5-6751990497-842","5","MATCH","SELL","TRADE_MATCH","842","TRD-5-9608094401","842","992","SELL","OPEN","D1E0881F","normal","normal","normal",385.572654,22,22,0,false,1773385351698570,0,1773385351698584,"2026-03-13T07:02:31.698570Z",
"1-4489670878-122","1","MATCH","SELL","TRADE_MATCH","122","TRD-1-3595859498","122","129","SELL","OPEN","6C3859A9","normal","normal","normal",1728.098461,37,37,0,false,1773385351698535,0,1773385351698973,"2026-03-13T07:02:31.698535Z",
"7-5233953736-7","7","MATCH","SELL","TRADE_MATCH","7","TRD-7-7973938834","7","1391","SELL","OPEN","6947E387","normal","manipulator","normal",2271.17,100,100,0,false,1773385351698533,0,1773385351698555,"2026-03-13T07:02:31.698533Z",
"5-9533856784-832","5","MATCH","SELL","TRADE_MATCH","832","TRD-5-7694690436","832","992","SELL","OPEN","D1E0881F","normal","normal","normal",385.572654,11,11,0,false,1773385351698485,0,1773385351698560,"2026-03-13T07:02:31.698485Z",
"1-4489670878-122","1","MATCH","SELL","TRADE_MATCH","122","TRD-1-1254638685","122","42","SELL","OPEN","87E38583","normal","normal","normal",1728.098461,24,24,0,false,1773385351698377,0,1773385351698392,"2026-03-13T07:02:31.698377Z",
"10-7734920791-1983","10","MATCH","BUY","TRADE_MATCH","1983","TRD-10-5440460138","1983","1905","BUY","OPEN","1A475D02","normal","normal","normal",482.984114,48,48,0,false,1773385351698274,0,1773385351698455,"2026-03-13T07:02:31.698274Z",
"3-1241483281-599","3","MATCH","BUY","TRADE_MATCH","599","TRD-3-7215338372","599","523","BUY","OPEN","B8AF46F6","normal","normal","normal",12022.90998,4,4,0,false,1773385351698254,0,1773385351698269,"2026-03-13T07:02:31.698254Z",
"3-6686160766-581","3","MATCH","BUY","TRADE_MATCH","581","TRD-3-5965715685","581","523","BUY","OPEN","3CAC452B","normal","normal","normal",12022.90998,1,1,0,false,1773385351698221,0,1773385351698238,"2026-03-13T07:02:31.698221Z",
"5-2897348053-924","5","MATCH","BUY","TRADE_MATCH","924","TRD-5-9017051975","924","5","BUY","OPEN","CDCF38B2","normal","normal","manipulator",388.71,13,13,0,false,1773385351698175,0,1773385351698433,"2026-03-13T07:02:31.698175Z",
"1-4885749048-131","1","MATCH","BUY","TRADE_MATCH","131","TRD-1-8860989146","131","155","BUY","OPEN","783AAB24","normal","normal","normal",1747.604011,19,19,0,false,1773385351698157,0,1773385351698356,"2026-03-13T07:02:31.698157Z",
"13-4965124244-2528","13","MATCH","BUY","TRADE_MATCH","2528","TRD-13-8868594027","2528","2513","BUY","OPEN","AC016EAA","normal","normal","normal",29115.824044,7,7,0,false,1773385351698148,0,1773385351703873,"2026-03-13T07:02:31.698148Z",
"6-7716904697-1032","6","MATCH","SELL","TRADE_MATCH","1032","TRD-6-8801957019","1032","1202","SELL","OPEN","FDC66194","normal","normal","normal",405.560592,5,5,0,false,1773385351698101,0,1773385351698116,"2026-03-13T07:02:31.698101Z",
"2-3558814440-349","2","MATCH","SELL","TRADE_MATCH","349","TRD-2-7437998169","349","408","SELL","OPEN","A22FFC43","normal","normal","normal",3375.116011,90,90,0,false,1773385351698078,0,1773385351698517,"2026-03-13T07:02:31.698078Z",
"6-8051440877-1104","6","MATCH","SELL","TRADE_MATCH","1104","TRD-6-3287683810","1104","1202","SELL","OPEN","FDC66194","normal","normal","normal",407.186827,58,58,0,false,1773385351698069,0,1773385351698086,"2026-03-13T07:02:31.698069Z",
"10-5225024201-1892","10","MATCH","SELL","TRADE_MATCH","1892","TRD-10-6418351105","1892","1903","SELL","OPEN","2A5AFDEA","normal","normal","normal",482.64384,27,27,0,false,1773385351697976,0,1773385351697992,"2026-03-13T07:02:31.697976Z",
"3-9082756892-579","3","MATCH","SELL","TRADE_MATCH","579","TRD-3-3998158807","579","425","SELL","OPEN","A12B7D82","normal","normal","normal",11823.262109,8,8,0,false,1773385351697929,0,1773385351697945,"2026-03-13T07:02:31.697929Z",
"3-5959909680-425","3","LIMIT","SELL","ORDER_FILLED","425","TRD-3-3998158807","579","425","NA","OPEN","A12B7D82","normal","NA","NA",11739.283216,8,8,0,false,1773385351697927,0,1773385351698345,"2026-03-13T07:02:31.697927Z",
"1-5475730017-176","1","MATCH","BUY","TRADE_MATCH","176","TRD-1-1282601309","176","155","BUY","OPEN","E730CC85","normal","normal","normal",1747.604011,27,27,0,false,1773385351697866,0,1773385351697904,"2026-03-13T07:02:31.697866Z",
"11-9965542448-11","11","MATCH","SELL","TRADE_MATCH","11","TRD-11-6865109677","11","2203","SELL","OPEN","2D4B81F4","normal","manipulator","normal",25144.38,10,10,0,false,1773385351697834,0,1773385351698048,"2026-03-13T07:02:31.697834Z",
"1-5475730017-176","1","MATCH","BUY","TRADE_MATCH","176","TRD-1-7200374447","176","115","BUY","OPEN","E730CC85","normal","normal","normal",1732.533485,4,4,0,false,1773385351697833,0,1773385351697854,"2026-03-13T07:02:31.697833Z",
"4-1870626132-716","4","MATCH","SELL","TRADE_MATCH","716","TRD-4-8778663951","716","815","SELL","OPEN","3C9CFCD5","normal","normal","normal",972.474042,30,30,0,false,1773385351697831,0,1773385351697846,"2026-03-13T07:02:31.697831Z",
"1-4489670878-122","1","MATCH","SELL","TRADE_MATCH","122","TRD-1-6039643722","122","170","SELL","OPEN","E130C313","normal","normal","normal",1728.098461,31,31,0,false,1773385351697792,0,1773385351697805,"2026-03-13T07:02:31.697792Z",
"15-8210337212-2985","15","MATCH","BUY","TRADE_MATCH","2985","TRD-15-9848520209","2985","2944","BUY","OPEN","B87ED8D3","normal","normal","normal",68994.931122,47,47,0,false,1773385351697786,0,1773385351697801,"2026-03-13T07:02:31.697786Z",
"1-4845008357-98","1","MATCH","SELL","TRADE_MATCH","98","TRD-1-5034731591","98","170","SELL","OPEN","E130C313","normal","normal","normal",1728.967777,24,24,0,false,1773385351697761,0,1773385351697774,"2026-03-13T07:02:31.697761Z",
"1-8855375596-148","1","MATCH","SELL","TRADE_MATCH","148","TRD-1-8768431446","148","170","SELL","OPEN","E130C313","normal","normal","normal",1729.588569,41,41,0,false,1773385351697727,0,1773385351697752,"2026-03-13T07:02:31.697727Z",
"14-9583141582-2624","14","MATCH","SELL","TRADE_MATCH","2624","TRD-14-8299532727","2624","2801","SELL","OPEN","2902A13C","normal","normal","normal",84935.181389,6,6,0,false,1773385351697712,0,1773385351697726,"2026-03-13T07:02:31.697712Z",
"3-9082756892-579","3","MATCH","SELL","TRADE_MATCH","579","TRD-3-4708701611","579","514","SELL","OPEN","359AF105","normal","normal","normal",11823.262109,41,41,0,false,1773385351697692,0,1773385351697707,"2026-03-13T07:02:31.697692Z",
"14-7680649113-2625","14","MATCH","SELL","TRADE_MATCH","2625","TRD-14-7847786628","2625","2801","SELL","OPEN","2902A13C","normal","normal","normal",85105.051752,24,24,0,false,1773385351697689,0,1773385351697703,"2026-03-13T07:02:31.697689Z",
"5-9533856784-832","5","MATCH","SELL","TRADE_MATCH","832","TRD-5-1146553822","832","970","SELL","OPEN","57C7C32B","normal","normal","normal",385.572654,16,16,0,false,1773385351697682,0,1773385351697695,"2026-03-13T07:02:31.697682Z",
"3-1971453556-416","3","MATCH","SELL","TRADE_MATCH","416","TRD-3-2753553445","416","514","SELL","OPEN","359AF105","normal","normal","normal",11845.028679,29,29,0,false,1773385351697667,0,1773385351697683,"2026-03-13T07:02:31.697667Z",
"14-2976731693-2662","14","MATCH","SELL","TRADE_MATCH","2662","TRD-14-3804510699","2662","2801","SELL","OPEN","2902A13C","normal","normal","normal",85360.70835,32,32,0,false,1773385351697663,0,1773385351697676,"2026-03-13T07:02:31.697663Z",
"5-5681443145-882","5","MATCH","SELL","TRADE_MATCH","882","TRD-5-2404419167","882","970","SELL","OPEN","57C7C32B","normal","normal","normal",386.918555,5,5,0,false,1773385351697658,0,1773385351697672,"2026-03-13T07:02:31.697658Z",
"11-4453555437-2178","11","MATCH","SELL","TRADE_MATCH","2178","TRD-11-1491424008","2178","2203","SELL","OPEN","2D4B81F4","normal","normal","normal",25330.77049,36,36,0,false,1773385351697621,0,1773385351697639,"2026-03-13T07:02:31.697621Z",
"14-7176164918-2635","14","MATCH","SELL","TRADE_MATCH","2635","TRD-14-5893450487","2635","2801","SELL","OPEN","2902A13C","normal","normal","normal",85360.70835,21,21,0,false,1773385351697620,0,1773385351697653,"2026-03-13T07:02:31.697620Z",
"12-3029173613-2303","12","MATCH","SELL","TRADE_MATCH","2303","TRD-12-3112398979","2303","2401","SELL","OPEN","95936D18","normal","normal","normal",62247.209062,17,17,0,false,1773385351697563,0,1773385351697582,"2026-03-13T07:02:31.697563Z",
"12-3436716146-2342","12","MATCH","SELL","TRADE_MATCH","2342","TRD-12-7250539675","2342","2401","SELL","OPEN","95936D18","normal","normal","normal",62263.12412,14,14,0,false,1773385351697541,0,1773385351697554,"2026-03-13T07:02:31.697541Z",
"12-8364870610-2247","12","MATCH","SELL","TRADE_MATCH","2247","TRD-12-9525494026","2247","2401","SELL","OPEN","95936D18","normal","normal","normal",62469.679022,8,8,0,false,1773385351697508,0,1773385351697532,"2026-03-13T07:02:31.697508Z",
"10-7525535937-1883","10","MATCH","SELL","TRADE_MATCH","1883","TRD-10-1978967532","1883","1903","SELL","OPEN","2A5AFDEA","normal","normal","normal",482.64384,50,50,0,false,1773385351697501,0,1773385351697891,"2026-03-13T07:02:31.697501Z",
"10-2006883819-1916","10","MATCH","SELL","TRADE_MATCH","1916","TRD-10-1101478833","1916","1903","SELL","OPEN","2A5AFDEA","normal","normal","normal",483.935346,3,3,0,false,1773385351697460,0,1773385351697490,"2026-03-13T07:02:31.697460Z",
"2-2005789425-359","2","MATCH","BUY","TRADE_MATCH","359","TRD-2-1666354197","359","266","BUY","OPEN","4A5CC504","normal","normal","normal",3401.309806,29,29,0,false,1773385351697438,0,1773385351697457,"2026-03-13T07:02:31.697438Z",
"4-1870626132-716","4","MATCH","SELL","TRADE_MATCH","716","TRD-4-6603105055","716","671","SELL","OPEN","87A8A1B1","normal","normal","normal",972.474042,8,8,0,false,1773385351697436,0,1773385351697455,"2026-03-13T07:02:31.697436Z",
"10-6797533847-1819","10","MATCH","SELL","TRADE_MATCH","1819","TRD-10-7662157009","1819","1903","SELL","OPEN","2A5AFDEA","normal","normal","normal",484.599083,7,7,0,false,1773385351697431,0,1773385351697447,"2026-03-13T07:02:31.697431Z",
"3-7529439364-565","3","MATCH","SELL","TRADE_MATCH","565","TRD-3-1795572935","565","514","SELL","OPEN","359AF105","normal","normal","normal",11859.579033,6,6,0,false,1773385351697397,0,1773385351697540,"2026-03-13T07:02:31.697397Z",
"7-5233953736-7","7","MATCH","SELL","TRADE_MATCH","7","TRD-7-2456597624","7","1268","SELL","OPEN","73CB9884","normal","manipulator","normal",2271.17,21,21,0,false,1773385351697387,0,1773385351697403,"2026-03-13T07:02:31.697387Z",
"9-7211759772-1751","9","MATCH","BUY","TRADE_MATCH","1751","TRD-9-9350940367","1751","9","BUY","OPEN","35CAD347","normal","normal","manipulator",144.59,61,61,0,false,1773385351697368,0,1773385351697390,"2026-03-13T07:02:31.697368Z",
"2-2005789425-359","2","MATCH","BUY","TRADE_MATCH","359","TRD-2-7550793152","359","275","BUY","OPEN","4A5CC504","normal","normal","normal",3401.309806,41,41,0,false,1773385351697356,0,1773385351697377,"2026-03-13T07:02:31.697356Z",
"9-9286424163-1647","9","MATCH","BUY","TRADE_MATCH","1647","TRD-9-7124163562","1647","9","BUY","OPEN","4771258B","normal","normal","manipulator",144.59,34,34,0,false,1773385351697333,0,1773385351697351,"2026-03-13T07:02:31.697333Z",
"9-5071593678-1618","9","LIMIT","SELL","ORDER_NEW","1618","NA","NA","NA","NA","OPEN","C27D201F","normal","NA","NA",144.87918,11,0,11,false,1773385351697324,0,1773385351697328,"2026-03-13T07:02:31.697324Z",
"5-2672673729-894","5","MATCH","SELL","TRADE_MATCH","894","TRD-5-6186277819","894","970","SELL","OPEN","57C7C32B","normal","normal","normal",386.918555,20,20,0,false,1773385351697288,0,1773385351697647,"2026-03-13T07:02:31.697288Z",
"8-4871210899-1429","8","MATCH","SELL","TRADE_MATCH","1429","TRD-8-4490367908","1429","1575","SELL","OPEN","48E5C1D3","normal","normal","normal",975.619431,21,21,0,false,1773385351697271,0,1773385351697887,"2026-03-13T07:02:31.697271Z",
"4-1870626132-716","4","MATCH","SELL","TRADE_MATCH","716","TRD-4-3439879230","716","741","SELL","OPEN","91BD86F5","normal","normal","normal",972.474042,8,8,0,false,1773385351697268,0,1773385351697299,"2026-03-13T07:02:31.697268Z",
"3-5914362024-544","3","MATCH","BUY","TRADE_MATCH","544","TRD-3-7633226333","544","523","BUY","OPEN","BFA28608","normal","normal","normal",12022.90998,6,6,0,false,1773385351697246,0,1773385351697259,"2026-03-13T07:02:31.697246Z",
